UserId	Item	ItemType	Variety	ForeQty	ForeMonth	UnderKPK	UOM
raji1311	Crops	Mustard	Null	20	March	kpk1311	qntls
raji1311	Crops	wheat	Null	15	March	kpk1311	qntls
deshgur1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
mathuralal1344	Crops	Bajra	Null	30	September	KPK1344	qntls
lalbh1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
kani1311	Crops	wheat	Null	12	March	kpk1311	qntls
gurjarb1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
dlalr1311	Crops	Mustard	hybrid	20	March	kpk1311	qntls
dlalrkl1311	Crops	Mustard	hybrid	20	March	kpk1311	qntls
babudidevi13444	Crops	Bajra	Null	5	October	kpk1344	qntls
ramghyt1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
ramghyt1311	Crops	gram	hybrid	5	March	kpk1311	qntls
aan1311	Crops	Mustard	Null	10	March	kpk1311	qntls
aan1311	Crops	wheat	Null	8	March	kpk1311	qntls
charutbhu1167	Crops	Wheat	PBW-343	600	April	kpk1167	qntls
sojir1311	Crops	Barley	3077	10	March	kpk1311	qntls
sojir1311	Crops	gram	hybrid	5	March	kpk1311	qntls
Fornti1311	Crops	Bajra	Null	0	NULL	kpk1311	NULL
pann1311	Crops	Barley	Null	15	March	kpk1311	qntls
dhan1311	Crops	gram	Null	5	March	kpk1311	qntls
suraj1311	Crops	wheat	Null	10	March	kpk1311	qntls
kam1311	Crops	Mustard	Null	12	March	kpk1311	qntls
sant1311	Crops	wheat	Null	15	March	kpk1311	qntls
harsilal1344	Crops	Mustard	Null	8	March	kpk1344	qntls
sanval1344	Crops	wheat	Null	0	NULL	kpk1344	NULL
sanval1344	Crops	Mustard	Null	20	March	kpk1344	qntls
sopal1344	Crops	Mustard	Null	10	March	kpk1344	qntls
mamba1311	Crops	Mustard	Null	12	March	kpk1311	qntls
harkesh1344	Crops	Bajra	Null	10	September	kpk1344	qntls
dlfgh1299	Crops	wheat	Null	10	May	kpk1299	qntls
rajukljh1299	Crops	wheat	Null	10	May	kpk1299	qntls
bhuty1167	Crops	Paddy	HR-26	240	October	kpk1167	qntls
gaja1311	Crops	Barley	Null	10	April	kpk1311	qntls
harkesh1311	Crops	Gram	Null	5	April	kpk1311	qntls
is1303	Crops	Gram	Null	1	September	kpk1303	Qntls
bajranga1311	Crops	Gram	Null	5	April	kpk1311	qntls
ladu1283	Crops	Bajra	Null	8	April	kpk1283	qntls
babug1311	Crops	Barley	Null	10	April	kpk1311	qntls
Mohan1283	Crops	Bajra	Null	12	April	kpk1283	qntls
ji1303	Crops	Bajra	Null	5	October	kpk1303	qntls
bhanwar1281	Crops	Mustard	T-59	20	April	kpk1281	qntls
jagdish05	Crops	Cotton	Ankur951	30	December	kpk1681	qntls
subashchandra	Crops	Mustard	Micro	38	May	KPK1643	qntls
subashchandra	Crops	Wheat	Lok-1	50	June	KPK1643	qntls
Rambharos1668	Crops	Wheat	wh147	50	March	Null	qntls
gordhani1675	Crops	Wheat	Null	20	March	KPK1675	qntls
gendilm1694	Crops	Mustard	Pusa Bold	93.5	February	kpk1694	Qntls
meghraj1696	Crops	Wheat	Lokvan	100	March	kpk1696	qntls
MKumar1678	Crops	Mustard	PusaBold	272	February	kpk1678	Qntls
MKumar1678	Crops	Wheat	Locvan	30	February	kpk1678	Qntls
premnn1668	Vegetables	Coriander	Null	60	March	kpk1668	qntls
rajeevmor12	Crops	Bajra	J.K.	20	November	KPK1643	qntls
ram1668	Crops	Wheat	lok1	75	March	KPK1668	qntls
nathu1696	Crops	Mustard	Pusa Bold	18	February	kpk1696	qntls
dhanna1696	Crops	Gram	desi	30	March	kpk1696	qntls
shrikrishnamir	Crops	Wheat	Lok-1	40	May	KPK1643	qntls
badri1664	Crops	Coriander	methi	28	March	kpk1664	qntls
Rmbharos1668	Vegetables	Coriander	Null	5	March	kpk1668	qntls
Dhanraj1696	Crops	Wheat	Lok-1	50	March	kpk1696	qntls
Navalk1694	Crops	Wheat	W.H.-147	60	March	kpk1694	qntls
manojkumarji0995	Crops	Wheat	PBW-343	100	April	kpk0995	qntls
manojkumarji0995	Crops	Paddy	Null	100	November	kpk0995	qntls
ramn1303	Crops	Gram	Null	0	NULL	kpk1303	NULL
ga1303	Crops	wheat	"14,823,077"	50	May	kpk1303	qntls
po1303	Crops	Sesamum	Null	5	October	kpk1303	qntls
po1303	Crops	wheat	"14,823,077"	10	May	kpk1303	qntls
shyamveerji1641	Crops	Wheat	"2,329,343"	200	April	KPK1641	qntls
laddu1300	Crops	Wheat	Null	20	April	kpk1300	qntls
pap1303	Crops	Sesamum	Null	5	October	kpk1303	qntls
kalyan1300	Crops	Wheat	Null	20	April	kpk1300	qntls
rt1303	Crops	Mustard	Null	40	March	kpk1303	qntls
ph1303	Crops	Bajra	Null	5	October	kpk1303	qntls
gl1303	Crops	Sesamum	Null	5	October	kpk1303	qntls
gl1303	Crops	Mustard	Null	24	March	kpk1303	qntls
narayanb1300	Crops	Mustard	Null	40	March	kpk1300	qntls
taa1303	Crops	Sorghum	Null	5	October	kpk1303	qntls
vta1303	Crops	Sorghum	Null	5	October	kpk1303	qntls
vta1303	Crops	Mustard	Null	30	March	kpk1303	qntls
gpp1303	Crops	Sesamum	Null	5	October	kpk1303	qntls
babulalxc1299	Crops	wheat	Null	30	Select	KPK1299	qntls
narayanji0995	Crops	Wheat	PBW-343	100	April	kpk0995	qntls
Kajoda1299	Crops	wheat	Null	30	April	KPK1299	qntls
devl1257	Crops	Mustard	Null	35	March	kpk1257	qntls
devl1257	Crops	Black Gram	Null	5	October	kpk1257	qntls
grsaw1299	Crops	Mustard	Null	20	March	kpk1299	qntls
grsaw1299	Crops	Wheat	Null	5	April	kpk1299	qntls
grhu1292	Crops	Mustard	hybrid	15	August	kpk1292	qntls
jag1311	Crops	wheat	3077	10	Select	kpk1311	qntls
sohanlal1292	Crops	wheat	RJ1482	20	May	kpk1292	qntls
rsaini1299	Crops	Mustard	Null	10	May	kpk1299	qntls
badrilgh1292	Crops	Mustard	hybrid	30	April	kpk1292	qntls
bhata131	Crops	Bajra	poinier	10	Select	kpk1311	qntls
reved1301	Crops	Mustard	Null	10	March	kpk1301	qntls
lalram0995	Crops	Paddy	Null	25	November	kpk0995	qntls
mopal1292	Crops	Mustard	hybrid	15	April	kpk1292	qntls
shram1299	Crops	Bajra	Null	2	October	kpk1299	qntls
bhorilalb1301	Crops	Mustard	Null	14	March	kpk1301	qntls
davramg1311	Crops	Bajra	poinier	10	Select	kpk1311	qntls
harih1301	Crops	Mustard	Null	6	March	kpk1301	qntls
roshder1167	Crops	Wheat	PBW-343	120	April	kpk1167	qntls
davji1311	Crops	wheat	Null	10	Select	kpk1311	qntls
lalmoti	Crops	Mustard	hybrid	15	April	kpk1292	qntls
jdisg1299	Crops	Wheat	Null	4	April	kpk1299	qntls
juggur1292	Crops	wheat	RJ1482	12	May	kpk1292	qntls
barj1311	Crops	wheat	Null	10	Select	kpk1311	qntls
charlal1292	Crops	Mustard	hybrid	15	April	kpk1292	qntls
sitad1299	Crops	Mustard	Null	10	May	kpk1299	qntls
gsitaji1311	Crops	Bajra	Null	5	Select	kpk1311	qntls
lbmeena1299	Crops	Bajra	Null	2	October	kpk1299	qntls
muhang1311	Crops	Mustard	Null	4	October	kpk1311	Qntls
nand1311	Crops	Bajra	Null	3.2	July	kpk1311	Qntls
Ramulal1301	Crops	Mustard	Null	14	April	kpk1301	qntls
gjar1311	Crops	Bajra	Null	2	July	kpk1311	Qntls
gbh1311	Crops	Bajra	Null	4	July	kpk1311	Qntls
Bhagota1344	Crops	Bajra	Null	10	September	KPK1344	qntls
Bhagota1344	Crops	wheat	Null	20	April	KPK1344	qntls
gmo1311	Crops	groundnut	hybird	6	September	kpk1311	Qntls
hanuman1344	Crops	Mustard	Null	100	March	KPK1344	qntls
Ramjilal1344	Crops	Mustard	Null	20	March	KPK1344	qntls
Ramsingh1344	Crops	Mustard	Null	16	March	KPK1344	qntls
kistur1311	Crops	Barley	Null	10	March	kpk1311	qntls
nathu1311	Crops	Barley	Null	10	March	kpk1311	qntls
nathu1311	Crops	gram	Null	0.05	March	kpk1311	Qntls
nath1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
gullu1344	Crops	wheat	Null	20	April	KPK1344	qntls
Shrinarayan1311	Crops	Mustard	Null	12	April	kpk1311	qntls
ran1311	Crops	wheat	Null	8	May	kpk1311	Qntls
jaichanda1344	Crops	Groundnut	Null	15	October	KPK1344	qntls
kh1311	Crops	groundnut	Null	6	September	kpk1311	Qntls
Laddu1311	Crops	Barley	Null	14	April	kpk1311	qntls
mitha1344	Crops	Mustard	Null	35	October	kpk1311	qntls
surajmal1344	Crops	Bajra	Null	8	September	kpk1311	qntls
Kumaher1311	Crops	Groundnut	Null	0	NULL	kpk1311	NULL
Kumaher1311	Crops	Gram	Null	20	January	kpk1311	qntls
harveer1641	Crops	Mustard	Rohine	45	March	KPK1641	qntls
durga1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
Ramniwasa1344	Crops	Groundnut	Null	8	November	kpk1311	qntls
bhrat1344	Crops	Sorghum	Null	40	April	kpk1311	qntls
phoolr1311	Crops	Barley	3077	10	March	kpk1311	qntls
ba1311	Crops	Mustard	Null	18	April	kpk1311	Qntls
babu1344	Crops	Bajra	Null	36	October	kpk1311	qntls
hanumanlal1344	Crops	wheat	Null	0	NULL	kpk1311	NULL
kar1311	Crops	groundnut	Null	2	September	kpk1311	Qntls
kar1311	Crops	wheat	Null	6	May	kpk1311	Qntls
Ramnevish1311	Crops	wheat	Null	8	May	kpk1311	qntls
Ramhari1344	Crops	Sesamum	Null	4	October	kpk1311	qntls
Ramhari1344	Crops	Mustard	Null	15	April	kpk1311	qntls
mee1311	Crops	Mustard	Null	4.8	April	kpk1311	Qntls
pi1311	Crops	Bajra	Null	4	October	kpk1311	Qntls
ri1311	Crops	Bajra	Null	3.2	October	kpk1311	Qntls
suvalal	Crops	wheat	Null	30	March	kpk1311	qntls
harirammeena1344	Crops	wheat	Null	0	NULL	kpk1311	NULL
ramkumar1344	Crops	Bajra	Null	60	October	kpk1311	qntls
Lala 1311	Crops	wheat	Null	9	May	kpk1311	qntls
ds1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
Jaipal1311	Crops	Bajra	Null	15	April	kpk1311	qntls
babulr1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
Dhapudevi1344	Crops	Bajra	Null	30	September	KPK1344	qntls
la1311	Crops	Bajra	proagro	3	October	kpk1311	Qntls
la1311	Crops	Mustard	proagro	6	April	kpk1311	Qntls
Kali 1311	Crops	Gram	Null	20	January	kpk1311	qntls
ramdenm1344	Crops	groundnut	Null	0.2	November	kpk1311	Qntls
br1311	Crops	Bajra	proagro	3	October	kpk1311	Qntls
rajanti1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
nag1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
nag1311	Crops	Bajra	proagro	3	October	kpk1311	Qntls
Radha 1311	Crops	Mustard	Null	20	April	kpk1311	qntls
Radha 1311	Crops	Barley	Null	14	April	kpk1311	qntls
hari1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
hari1311	Crops	Mustard	proagro	6	April	kpk1311	Qntls
puniram1344	Crops	Bajra	Null	30	October	kpk1311	qntls
saty1424	Crops	mustard	t-59	15	March	KPK1424	qntls
ravindra003	Crops	Safflower	Bhima	160	March	kpk1549	qntls
bhurelal-1	Crops	Soyabean	js-335	15	November	kpk1568	qntls
bhurelal-1	Crops	Tori	Ganesh	2	October	kpk1568	qntls
100nu1407	Crops	Wheat	Lokwan	15	March	kpk1407	qntls
100nu1407	Crops	Maize	Shankar	0.1	September	kpk1407	Qntls
nathu1351	Crops	mustard	pioneer	21	April	kpk1351	qntls
ramswaroop1	Crops	Mustard	Local	30	March	KPK1504	qntls
ramk1257	Crops	Gram	Null	3	October	kpk1257	qntls
ramk1257	Crops	Sesamum	Null	3	October	kpk1257	qntls
devl1257	Crops	Sesamum	Null	0	NULL	kpk1257	NULL
lrambr1311	Crops	groundnut	Null	4	December	kpk1311	qntls
grmoji1299	Crops	Mustard	Null	20	March	kpk1299	qntls
grmoji1299	Crops	Wheat	Null	6	April	kpk1299	qntls
gopi1311	Crops	groundnut	Null	4	December	kpk1311	qntls
santosh0995	Vegetables	Potato	Null	30	March	kpk0995	qntls
gnan1299	Crops	Wheat	Null	5	April	kpk1299	qntls
mram1311	Crops	groundnut	Null	4	December	kpk1311	qntls
jag1311	Crops	groundnut	Null	4	December	kpk1311	qntls
khan1311	Crops	groundnut	Null	80	December	kpk1311	qntls
kishor1301	Crops	Mustard	Null	7	March	kpk1301	qntls
rakha1292	Crops	Mustard	hybrid	15	August	kpk1292	qntls
sohanlal1292	Crops	Mustard	hybrid	30	April	kpk1292	qntls
gaj1311	Crops	groundnut	Null	10	October	kpk1311	qntls
gaj1311	Crops	Bajra	poinier	10	Select	kpk1311	qntls
gurjarbadri1292	Crops	Mustard	hybrid	15	April	kpk1292	qntls
badram1311	Crops	Mustard	pupaboard	10	June	kpk1311	qntls
ganeshi0995	Crops	Wheat	PBW-343	25	April	kpk0995	qntls
pholgr1299	Crops	Mustard	Null	10	May	kpk1299	qntls
lbadr1299	Crops	Wheat	Null	4	April	kpk1299	qntls
bhank1299	Crops	Wheat	Null	6	April	kpk1299	qntls
bala1292	Crops	wheat	RJ1482	30	May	kpk1292	qntls
bablg1299	Crops	Mustard	Null	10	May	kpk1299	qntls
bablg1299	Crops	Wheat	Null	4	April	kpk1299	qntls
dhol1311	Crops	wheat	Null	8	Select	kpk1311	qntls
kisram1299	Crops	Bajra	Null	3	October	kpk1299	qntls
kisram1299	Crops	Mustard	Null	13	May	kpk1299	qntls
koli1311	Crops	Mustard	Null	20	Select	kpk1311	qntls
chandmal1292	Crops	wheat	RJ1482	8	May	kpk1292	qntls
mngopal1299	Crops	Bajra	Null	3	October	kpk1299	qntls
singhso1299	Crops	Wheat	Null	10	April	kpk1299	qntls
muhan1311	Crops	Mustard	Null	4	Select	kpk1311	Qntls
nand1311	Crops	groundnut	hybird	10	September	kpk1311	qntls
jilal1311	Crops	groundnut	hybird	4	October	kpk1311	Qntls
shiv1196	Crops	Wheat	Nirbhay	70	April	kpk1196	qntls
gjar1311	Crops	groundnut	hybird	3.6	October	kpk1311	Qntls
gjan1311	Crops	wheat	Null	4	October	kpk1311	Qntls
gsuk1311	Crops	Bajra	Null	1.2	July	kpk1311	Qntls
Bhagota1344	Crops	Gram	Null	1	October	KPK1344	qntls
Ramjilal1344	Crops	Groundnut	Null	10	November	KPK1344	qntls
veer1311	Crops	wheat	Null	6	May	kpk1311	Qntls
Papu1311	Crops	wheat	Null	10	May	kpk1311	qntls
kistur1311	Crops	gram	Null	0.05	March	kpk1311	Qntls
mqwe1167	Crops	Paddy	HR-26	120	October	kpk1167	qntls
chothmal1344	Crops	wheat	Null	35	April	KPK1344	qntls
Jakirkhan1344	Crops	Sesamum	Null	3	October	KPK1344	qntls
gap1311	Crops	Bajra	Null	4	October	kpk1311	Qntls
and1311	Crops	Bajra	Null	0.04	October	kpk1311	Qntls
mohandas	Crops	Paddy	Jayshriram	40	May	kpk1687	qntls
lakhpat1344	Crops	Bajra	Null	10	September	KPK1344	qntls
ho1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
bharat1344	Crops	Mustard	Null	35	October	kpk1311	qntls
bharat1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
mop1311	Crops	Mustard	Null	40	April	kpk1311	Qntls
jh1311	Crops	groundnut	Null	10.4	September	kpk1311	Qntls
aj1205	Crops	Wheat	Lokman	30	April	kpk1205	qntls
Ramniwasa1344	Crops	Sesamum	Null	2	October	kpk1311	qntls
shy1311	Crops	Bajra	Null	11.2	October	kpk1311	Qntls
phoolr1311	Crops	wheat	RJ1482	10	March	kpk1311	qntls
mohanlal1344	Crops	Mustard	Null	36	October	kpk1311	qntls
mohanlal1344	Crops	wheat	Null	0	NULL	kpk1311	NULL
phulg1026	Crops	Wheat	PBW-343	90	April	kpk1026	qntls
ramnivas1344	Crops	Sorghum	Null	20	April	kpk1311	qntls
maghraj	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
Sabveerkhan1344	Crops	wheat	Null	4	March	kpk1311	qntls
Gresh1311	Crops	Bajra	Null	15	April	kpk1311	qntls
asha1344	Crops	wheat	Null	25	March	kpk1311	qntls
Raju lal1311	Crops	Gram	Null	0	NULL	kpk1311	NULL
Fulchand1311	Crops	Barley	Null	0	April	kpk1311	qntls
sita1344	Crops	wheat	Null	40	March	kpk1311	qntls
Herdev1311	Crops	Gram	Null	0	NULL	kpk1311	NULL
siyaram1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
Jugga1311	Crops	Gram	Null	0	NULL	kpk1311	NULL
dholi1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
rpal1311	Crops	Barley	3077	10	March	kpk1311	qntls
rpal1311	Crops	gram	hybrid	5	March	kpk1311	qntls
al1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
ge1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
Gopy1311	Crops	Barley	Null	14	April	kpk1311	qntls
ja1311	Crops	Bajra	proagro	3	October	kpk1311	Qntls
hari1311	Crops	Bajra	proagro	3	October	kpk1311	Qntls
battilal1344	Crops	wheat	Null	22	April	KPK1344	qntls
malsu1311	Crops	Barley	3077	10	March	kpk1311	qntls
rameshsvp	Crops	Wheat	Lok-1	30	March	KPK1550	qntls
gurjar1351	Crops	wheat	343	52	April	kpk1351	qntls
najuk001	Crops	Gram	vijaya	60	February	kpk1549	qntls
sunil005	Crops	Gram	Vijay	70	January	kpk1549	qntls
vishnu1047	Vegetables	Potato	3765	100	February	kpk1047	qntls
raosaheb12	Crops	gram	vijay	120	April	kpk1549	qntls
ysingh1351	Crops	wheat	343	35	April	kpk1351	qntls
niwas1351	Crops	mustard	pioneer	21	April	kpk1351	qntls
kumawat1351	Crops	mustard	pioneer	21	April	kpk1351	qntls
verendhan1236	Crops	Mustard	Panch	30	March	kpk1236	qntls
bhanupratap	Crops	Wheat	Lok-1	200	April	KPK1504	qntls
jawaharlal	Crops	Bajra	Hybrid	200	September	KPK1504	qntls
panchamsingh	Crops	Mustard	Local	300	March	KPK1504	qntls
nathult	Crops	Groundnut	"Jalganv,Desi"	5	October	KPK1560	qntls
udaylt	Crops	Maize	"Mukta,H.B."	15	October	KPK1560	qntls
Kali devi1301	Crops	Mustard	Null	6	March	kpk1301	qntls
lram1311	Crops	wheat	3077	10	Select	kpk1311	qntls
Kajoda1299	Crops	Mustard	Null	35	March	KPK1299	qntls
Syojiram1299	Crops	Mustard	Null	42	March	KPK1299	qntls
deeraj0995	Vegetables	Potato	Null	100	March	kpk0995	qntls
chanp1299	Crops	Mustard	Null	28	March	kpk1299	qntls
chanp1299	Crops	Wheat	Null	5	April	kpk1299	qntls
pcha1299	Crops	Wheat	Null	5	April	kpk1299	qntls
bhortyu1292	Crops	wheat	RJ1482	20	May	kpk1292	qntls
glgurjar1292	Crops	wheat	RJ1482	10	May	kpk1292	qntls
chiranji1301	Crops	Mustard	Null	6	March	kpk1301	qntls
gangaram0995	Vegetables	Potato	Null	20	March	kpk0995	qntls
klprabhu1299	Crops	Wheat	Null	1	April	kpk1299	qntls
badram1311	Crops	groundnut	Null	10	October	kpk1311	qntls
davram1311	Crops	groundnut	Null	10	October	kpk1311	qntls
khany1311	Crops	groundnut	Null	10	October	kpk1311	qntls
pholgr1299	Crops	Wheat	Null	3	April	kpk1299	qntls
davji1311	Crops	Mustard	pupaboard	10	June	kpk1311	qntls
jdisg1299	Crops	Mustard	Null	20	May	kpk1299	qntls
barj1311	Crops	Bajra	poinier	10	Select	kpk1311	qntls
mcgur1292	Crops	Mustard	hybrid	15	April	kpk1292	qntls
praram1299	Crops	Wheat	Null	4	April	kpk1299	qntls
pappp1299	Crops	Bajra	Null	3	October	kpk1299	qntls
dhol1311	Crops	groundnut	Null	10	Select	kpk1311	qntls
ramhg1292	Crops	wheat	RJ1482	8	May	kpk1292	qntls
mallaji01	Crops	Paddy	Sonam	20	May	kpk1687	qntls
phoolchand1301	Crops	Mustard	Null	8	March	kpk1301	qntls
grisha1299	Crops	Mustard	Null	10	May	kpk1299	qntls
sona1311	Crops	Bajra	Null	8	Select	kpk1311	qntls
pody1311	Crops	groundnut	Null	10	Select	kpk1311	qntls
pody1311	Crops	Bajra	Null	8	Select	kpk1311	qntls
sur1311	Crops	Mustard	Null	8	Select	kpk1311	qntls
rajom1299	Crops	Mustard	Null	60	March	kpk1299	qntls
muhang1311	Crops	Bajra	Null	3.2	July	kpk1311	Qntls
grajg1311	Crops	wheat	Null	2	October	kpk1311	Qntls
gtar1311	Crops	groundnut	hybird	4	October	kpk1311	Qntls
ggur1311	Crops	Bajra	Null	3.2	July	kpk1311	Qntls
Ramraj1344	Crops	Bajra	Null	8	September	KPK1344	qntls
Ghansyam1344	Crops	wheat	Null	20	April	KPK1344	qntls
gabdaya1344	Crops	Bajra	Null	12	September	KPK1344	qntls
gabdaya1344	Crops	Mustard	Null	25	March	KPK1344	qntls
Ramjilal1344	Crops	Bajra	Null	15	September	KPK1344	qntls
veer1311	Crops	Bajra	Null	3.2	October	kpk1311	Qntls
Soiyji 1311	Crops	Barley	Null	15	April	kpk1311	qntls
kistur1311	Crops	Mustard	Null	20	March	kpk1311	qntls
kaj1311	Crops	groundnut	Null	4	September	kpk1311	Qntls
chothmal1344	Crops	Mustard	Null	60	March	KPK1344	qntls
nath1311	Crops	wheat	Null	2	May	kpk1311	Qntls
slal1311	Crops	Barley	Null	10	March	kpk1311	qntls
slal1311	Crops	gram	Null	0.05	March	kpk1311	Qntls
lay1311	Crops	Bajra	Null	4	October	kpk1311	Qntls
sram1311	Crops	gram	hybrid	5	March	kpk1311	qntls
and1311	Crops	Mustard	Null	0.4	April	kpk1311	Qntls
lalur1311	Crops	Mustard	hybrid	20	March	kpk1311	qntls
lakhpat1344	Crops	Sesamum	Null	2	October	KPK1344	qntls
jagr1311	Crops	Mustard	hybrid	20	March	kpk1311	qntls
gan1311	Crops	groundnut	Null	3.2	September	kpk1311	Qntls
jaichandmeena1344	Crops	Bajra	Null	16	September	KPK1344	qntls
gy1311	Crops	Bajra	Null	3.2	October	kpk1311	Qntls
mitha1344	Crops	Bajra	Null	45	October	kpk1311	qntls
mop1311	Crops	Bajra	Null	18	October	kpk1311	Qntls
Puran1311	Crops	Gram	Null	20	January	kpk1311	qntls
Harishankara1344	Crops	wheat	Null	40	March	kpk1311	qntls
jagdishmeena1344	Crops	Sesamum	Null	2	October	kpk1311	qntls
na1311	Crops	Bajra	Null	10	October	kpk1311	Qntls
ramnivas1344	Crops	Mustard	Null	60	October	kpk1311	qntls
rajveer1641	Crops	Pearl Millet	Pionier	24	October	KPK1641	qntls
shivsankar1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
Sabveerkhan1344	Crops	Groundnut	Null	3	November	kpk1311	qntls
Gresh1311	Crops	wheat	Null	9	May	kpk1311	qntls
Gresh1311	Crops	Barley	Null	0	April	kpk1311	qntls
Kajori 1311	Crops	Gram	Null	0	NULL	kpk1311	NULL
Raju lal1311	Crops	Bajra	Null	15	April	kpk1311	qntls
Heralal1311	Crops	wheat	Null	16	May	kpk1311	qntls
Herdev1311	Crops	Groundnut	Null	10	February	kpk1311	qntls
Ramkern1311	Crops	wheat	Null	0	NULL	kpk1311	NULL
babulaly1344	Crops	Bajra	Null	10	September	KPK1344	qntls
Devkarean1311	Crops	wheat	Null	10	May	kpk1311	qntls
rupnarayan1344	Crops	Gram	Null	2	October	KPK1344	qntls
Lala 1311	Crops	Gram	Null	0	NULL	kpk1311	NULL
hwer1311	Crops	Barley	3077	10	March	kpk1311	qntls
Jaipal1311	Crops	Barley	Null	0	April	kpk1311	qntls
babulr1311	Crops	Barley	3077	10	March	kpk1311	qntls
mool1311	Crops	groundnut	Null	8	September	kpk1311	Qntls
Chita1311	Crops	Gram	Null	19	January	kpk1311	qntls
lal1311	Crops	Mustard	proagro	6	April	kpk1311	Qntls
soram1344	Crops	Sorghum	Null	0	NULL	kpk1311	NULL
soram1344	Crops	groundnut	Null	0	NULL	kpk1311	NULL
Bharu 1311	Crops	wheat	Null	9	May	kpk1311	qntls
Bharu 1311	Crops	Barley	Null	14	April	kpk1311	qntls
ratan1344	Crops	Bajra	Null	30	October	kpk1311	qntls
mohans1351	Crops	wheat	343	35	April	kpk1351	qntls
100nu1407	Crops	Mustard	Lhwa	15	March	kpk1407	qntls
kumawat1351	Crops	wheat	343	35	April	kpk1351	qntls
dev1047	Vegetables	Potato	3797	60	August	kpk1047	qntls
dhyan1571	Crops	paddy	p-ten	70	March	kpk1571	qntls
jagdishsingh	Crops	Wheat	Lok-1	800	April	KPK1504	qntls
Bachhukpk1603	Crops	Sorghum	Purbi	15	October	kpk1603	qntls
chand1422	Crops	wheat	RJ1482	4	March	KPK1422	qntls
kesav1053	Crops	Paddy	P.R	40	July	kpk1053	qntls
gangaram1257	Crops	Sesamum	Null	4	October	kpk1257	qntls
santosh0995	Crops	Paddy	3793	30	November	kpk0995	qntls
hanumany1257	Crops	Black Gram	Null	6	October	kpk1257	qntls
ldholi1299	Crops	Wheat	Null	0	April	kpk1299	qntls
mgopi1311	Crops	groundnut	Null	4	December	kpk1311	qntls
rajuji0995	Crops	Bajra	Null	20	October	kpk0995	qntls
kha1311	Crops	groundnut	Null	80	December	kpk1311	qntls
rmmoji1299	Crops	Wheat	Null	10	April	kpk1299	qntls
kail1299	Crops	Mustard	Null	12	March	kpk1299	qntls
Gmali1311	Crops	groundnut	Null	80	December	kpk1311	qntls
bharulall1301	Crops	Mustard	Null	22	March	kpk1301	qntls
ladu1311	Fruits	Guava	RJ1482	4	Select	kpk1311	qntls
pramh1299	Crops	Mustard	Null	10	May	kpk1299	qntls
chandra0995	Crops	Bajra	Mahaco	6	October	kpk0995	qntls
ramveer0995	Crops	Wheat	PBW-343	25	April	kpk0995	qntls
bhata131	Crops	Mustard	pupaboard	20	Select	kpk1311	qntls
bshanbhu1299	Crops	Wheat	Null	0	April	kpk1299	qntls
gurjarbadri1292	Crops	wheat	RJ1482	10	May	kpk1292	qntls
sada1311	Crops	Bajra	poinier	10	Select	kpk1311	qntls
navneet0995	Crops	Wheat	PBW-343	150	April	kpk0995	qntls
pholgr1299	Crops	Bajra	Null	3	October	kpk1299	qntls
cbhagx1299	Crops	Wheat	Null	4	April	kpk1299	qntls
davji1311	Crops	Bajra	poinier	8	Select	kpk1311	qntls
ramkgu1292	Crops	wheat	RJ1482	10	May	kpk1292	qntls
kanu1311	Crops	wheat	Null	15	Select	kpk1311	qntls
dayram1299	Crops	Mustard	Null	20	May	kpk1299	qntls
har1311	Crops	Mustard	pupaboard	10	June	kpk1311	qntls
barj1311	Crops	Mustard	pupaboard	8	June	kpk1311	qntls
mcgur1292	Crops	wheat	RJ1482	12	May	kpk1292	qntls
praram1299	Crops	Mustard	Null	13	May	kpk1299	qntls
mita1301	Crops	Mustard	Null	7	March	kpk1301	qntls
sitad1299	Crops	Wheat	Null	3	April	kpk1299	qntls
gsitaji1311	Crops	groundnut	Null	10	Select	kpk1311	qntls
lbmeena1299	Crops	Wheat	Null	0	April	kpk1299	qntls
ramp1311	Crops	Mustard	Null	4	Select	kpk1311	qntls
bhorilalg1301	Crops	Mustard	Null	12	March	kpk1301	qntls
Dulla 1301	Crops	Mustard	Null	13	April	kpk1301	qntls
Babu lal1301	Crops	Mustard	Null	6	April	kpk1301	qntls
gtarg1311	Crops	wheat	Null	4	October	kpk1311	Qntls
